budget,method,seed_mean,seed_std,seed_min,seed_max,query_l1_distortion_mean,query_l1_distortion_std,query_l1_distortion_min,query_l1_distortion_max,runtime_sec_mean,runtime_sec_std,runtime_sec_min,runtime_sec_max
0.17,dependency_truth,41.333333333333336,0.49236596391732934,41,42,0.0032938152350053085,0.004972138788576443,0.0,0.0165558363908139,1.5027269489999828,0.11268767229131199,1.3586512169999878,1.6182629859999906
0.17,no_repair,41.333333333333336,0.49236596391732934,41,42,0.8849176466325588,0.1841827888105416,0.5872202977889076,1.133159676257181,0.35965930166666266,0.052343371363816976,0.2899732879999988,0.4056897500000218
0.17,parc,41.333333333333336,0.49236596391732934,41,42,0.0029570665825616083,0.004877698697771122,0.0,0.0155455904334828,1.624166429333324,0.2868361617310003,1.249281375999999,1.8994952470000044
0.27,dependency_truth,41.333333333333336,0.49236596391732934,41,42,0.0075721045677074675,0.005845397103262615,0.0,0.0190558465822508,1.4148246523333607,0.1632915326308428,1.2107189980000044,1.5904902010000797
0.27,no_repair,41.333333333333336,0.49236596391732934,41,42,1.036343642468951,0.4148182338660321,0.4621818661741303,1.533978017199542,0.33169408366666175,0.02889972641876441,0.2964434169999776,0.3640311430000338
0.27,parc,41.333333333333336,0.49236596391732934,41,42,0.017190902977104582,0.011928874610570371,0.0,0.0308472812688059,1.758511381666646,0.20234302545027016,1.5148772860000008,1.988855075999936
