budget,method,seed_mean,seed_std,query_l1_distortion_mean,query_l1_distortion_std,runtime_sec_mean,runtime_sec_std,n_entities_mean,n_entities_std
0.25,dependency_truth,31.0,0.0,0.041186140155844354,0.02706835796944733,0.7393509679999966,0.02936499327499963,164.0,14.966629547095776
0.25,iterative_truth,31.0,0.0,0.3205855086951,0.19639800121069165,0.5414511599999798,0.020345980438782513,164.0,14.966629547095776
0.25,majority,31.0,0.0,0.22546029459239963,0.14385669385441222,0.272987320000027,0.06411076782387683,164.0,14.966629547095776
0.25,no_repair,31.0,0.0,0.829929647352579,0.16162554694639408,0.16963979549998953,0.004874825275175324,164.0,14.966629547095776
0.25,parc,31.0,0.0,0.04496673922792325,0.026896808536933152,0.7616620969999985,0.021165172492811916,164.0,14.966629547095776
