method,budget,seed,n_entities,n_sources,n_records,n_attacked_records,n_duplicates,operators,trust_alpha,attack_mode,cell_accuracy,integrated_quality,aggregate_distortion,data_quality_score,attack_success_reduction,runtime_sec,n_output_rows,entity_precision,entity_recall,entity_f1,duplicate_output_rate,missing_entity_rate,false_positive_rate,false_negative_rate,repair_precision,repair_recall,group_precision,group_recall,group_f1
dependency_truth,0.2,11001,300,12,2386,360,98,all,0.75,coordinated,0.9971428571428572,0.9971428571428572,0.0073542147023437,1.0,0.9915857359467488,0.6229577630001586,300.0,1.0,1.0,1.0,0.0,0.0,0.001372578923288,0.0033444816053511,0.994991652754591,0.9966555183946488,1.0,0.6666666666666666,0.8
parc,0.2,11001,300,12,2386,360,98,all,0.75,coordinated,0.9976190476190476,0.9976190476190476,0.0073542147023437,1.0,0.9915857359467488,0.6649564600002122,300.0,1.0,1.0,1.0,0.0,0.0,0.0012200701540338,0.0030657748049052,0.9955468967436684,0.9969342251950948,1.0,0.6666666666666666,0.8
provenance_unaware,0.2,11002,300,12,2405,381,104,all,0.75,coordinated,0.9942857142857144,0.9942857142857144,0.0583288371473107,0.9944444444444444,0.9190972666838564,0.2127407369998764,300.0,1.0,1.0,1.0,0.0,0.0,0.0030009072510293,0.0099760574620909,0.9829635499207608,0.990023942537909,0.0,0.0,0.0
dependency_truth,0.2,11002,300,12,2405,381,104,all,0.75,coordinated,0.9985714285714286,0.9985714285714286,0.0018526774006897,1.0,0.9974303162380846,0.6280991369994808,300.0,1.0,1.0,1.0,0.0,0.0,0.0006978854072161,0.0019952114924181,0.9960175228992432,0.9980047885075818,1.0,0.7777777777777778,0.8750000000000001
parc,0.2,11002,300,12,2405,381,104,all,0.75,coordinated,0.9990476190476192,0.9990476190476192,0.0005414394623577,1.0,0.9992490175602278,0.6386287509994872,300.0,1.0,1.0,1.0,0.0,0.0,0.0004187312443296,0.0011971268954509,0.9976086090075728,0.9988028731045492,1.0,0.7777777777777778,0.8750000000000001
provenance_unaware,0.2,11000,300,12,2442,365,108,all,1.0,coordinated,0.9142857142857144,0.9112380952380952,0.2453423972857711,0.9155555555555556,0.6974176026989942,0.2147839069994006,300.0,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.0033333333333333,0.0033333333333333,0.0565546616185518,0.0555938433264415,0.8514913007456504,0.9444061566735584,0.0,0.0,0.0
dependency_truth,0.2,11000,300,12,2442,365,108,all,1.0,coordinated,0.9866666666666668,0.9833777777777778,0.0290585797538782,1.0,0.96416186186585,0.6048585199996523,300.0,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.0033333333333333,0.0033333333333333,0.0059157595835305,0.0084998851366873,0.9829196082896834,0.9915001148633128,1.0,0.6666666666666666,0.8
parc,0.2,11000,300,12,2442,365,108,all,1.0,coordinated,0.9857142857142858,0.9824285714285717,0.0276141554860207,1.0,0.9659432798454706,0.66915306699957,300.0,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.0033333333333333,0.0033333333333333,0.0059157595835305,0.0094187916379508,0.9829040346478232,0.9905812083620492,1.0,0.6666666666666666,0.8
provenance_unaware,0.2,11001,300,12,2386,360,98,all,1.0,coordinated,0.9571428571428572,0.9571428571428572,0.1184917821870843,0.9488888888888888,0.8644286053894108,0.2101663960002042,300.0,1.0,1.0,1.0,0.0,0.0,0.0282141223120329,0.0487736900780379,0.902194025905366,0.951226309921962,0.0,0.0,0.0
dependency_truth,0.2,11001,300,12,2386,360,98,all,1.0,coordinated,0.9971428571428572,0.9971428571428572,0.0073542147023437,1.0,0.9915857359467488,0.5935006479994627,300.0,1.0,1.0,1.0,0.0,0.0,0.001372578923288,0.0033444816053511,0.994991652754591,0.9966555183946488,1.0,0.6666666666666666,0.8
