method,budget,seed,cluster,attribute,attribute_type,margin,margin_bin,independent_groups,filtered_claims,correct,incorrect,low_margin,has_independent_support,n_attacked_records,n_duplicates
dependency_truth,0.2,4,K:E00213,revenue,numeric,1.4701400507651459,"[0.75,1.5)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00213,employees,numeric,1.4701400507651459,"[0.75,1.5)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00214,name,categorical,6.004316927992487,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00214,city,categorical,6.004316927992487,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00214,state,categorical,7.282929244701407,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00214,zip,categorical,5.152340520642557,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00214,category,categorical,6.004316927992487,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00214,revenue,numeric,0.7456412828521949,"[0.25,0.75)",6,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00214,employees,numeric,0.7456412828521949,"[0.25,0.75)",6,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00215,name,categorical,7.801832697473264,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00215,city,categorical,7.801832697473264,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00215,state,categorical,4.733711036778365,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00215,zip,categorical,4.863443356457436,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00215,category,categorical,4.861552595942973,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00215,revenue,numeric,0.0639207795823038,"[0,0.25)",5,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00215,employees,numeric,1.5340608303474497,"[1.5,3)",5,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00216,name,categorical,3.2054179018692333,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00216,city,categorical,4.484030218578154,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00216,state,categorical,5.467568227321747,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00216,zip,categorical,7.552151879273054,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00216,category,categorical,1.770918405658659,"[1.5,3)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00216,revenue,numeric,0.7232375809898701,"[0.25,0.75)",6,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00216,employees,numeric,0.7456412828521949,"[0.25,0.75)",6,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00217,name,categorical,3.5212716817719834,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00217,city,categorical,3.5212716817719834,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00217,state,categorical,5.7518636495000575,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00217,zip,categorical,5.3107810257579615,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00217,category,categorical,2.7756303989197884,"[1.5,3)",5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00217,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,2,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00217,employees,numeric,0.10633512449773441,"[0,0.25)",5,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00218,name,categorical,5.607431568881419,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00218,city,categorical,5.607431568881419,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00218,state,categorical,6.8860438855903405,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00218,zip,categorical,4.521855357468363,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00218,category,categorical,3.5228479169301137,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00218,revenue,numeric,1.5340608303474497,"[1.5,3)",4,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00218,employees,numeric,1.5340608303474497,"[1.5,3)",5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00219,name,categorical,6.722151605547686,>=3,7,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00219,city,categorical,7.4123191188909265,>=3,7,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00219,state,categorical,8.903601684595316,>=3,7,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00219,zip,categorical,5.6040114472823435,>=3,7,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00219,category,categorical,8.903601684595316,>=3,7,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00219,revenue,numeric,0.7456412828521949,"[0.25,0.75)",5,2,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00219,employees,numeric,0.7456412828521949,"[0.25,0.75)",6,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00220,name,categorical,4.00334965044154,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00220,city,categorical,5.283538202308591,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00220,state,categorical,2.4981206712297404,"[1.5,3)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00220,zip,categorical,6.029179485160786,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00220,category,categorical,6.029179485160786,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00220,revenue,numeric,0.02203890985867618,"[0,0.25)",6,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00220,employees,numeric,0.2966505431234582,"[0.25,0.75)",6,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00221,name,categorical,3.5908517817432952,>=3,2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00221,city,categorical,3.5908517817432952,>=3,2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00221,state,categorical,3.5908517817432952,>=3,2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00221,zip,categorical,3.5908517817432952,>=3,2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00221,category,categorical,1.7846753375797662,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00221,revenue,numeric,1.7655294069655232,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00221,employees,numeric,1.7655294069655232,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00222,name,categorical,2.546577173932049,"[1.5,3)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00222,city,categorical,5.680864549540776,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00222,state,categorical,5.680864549540776,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00222,zip,categorical,5.680864549540776,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00222,category,categorical,4.189581983836386,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00222,revenue,numeric,0.7456412828521949,"[0.25,0.75)",3,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00222,employees,numeric,0.7456412828521949,"[0.25,0.75)",4,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00223,name,categorical,3.868608605525142,>=3,3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00223,city,categorical,2.8404965587593236,"[1.5,3)",3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00223,state,categorical,3.472161536300413,>=3,3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00223,zip,categorical,3.868608605525142,>=3,3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00223,category,categorical,3.868608605525142,>=3,3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00223,revenue,numeric,1.8450626961350054,"[1.5,3)",3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00223,employees,numeric,1.205756537780545,"[0.75,1.5)",3,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00224,name,categorical,5.870553894942939,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00224,city,categorical,5.870553894942939,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00224,state,categorical,4.3792713292385494,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00224,zip,categorical,4.3792713292385494,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00224,category,categorical,2.0567909513958456,"[1.5,3)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00224,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00224,employees,numeric,0.7456412828521949,"[0.25,0.75)",4,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00225,name,categorical,4.954656708010706,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00225,city,categorical,5.167326957006176,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00225,state,categorical,5.167326957006176,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00225,zip,categorical,2.866353013830344,"[1.5,3)",5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00225,category,categorical,4.315350549656246,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00225,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00225,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00226,name,categorical,5.350139168801945,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00226,city,categorical,5.191072590462982,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00226,state,categorical,6.073376749791816,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00226,zip,categorical,4.175388474237177,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00226,category,categorical,4.175388474237177,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00226,revenue,numeric,1.5340608303474497,"[1.5,3)",4,2,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00226,employees,numeric,0.4917690043717966,"[0.25,0.75)",5,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00227,name,categorical,8.356183936355485,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00227,city,categorical,8.356183936355485,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00227,state,categorical,6.174733857307857,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00227,zip,categorical,6.392430994777598,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00227,category,categorical,8.356183936355485,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00227,revenue,numeric,1.5340608303474497,"[1.5,3)",5,3,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00227,employees,numeric,0.0639207795823038,"[0,0.25)",6,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00228,name,categorical,4.01304068614378,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00228,city,categorical,3.427387069938404,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00228,state,categorical,4.606341772390696,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00228,zip,categorical,5.65654171435299,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00228,category,categorical,4.430206132974806,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00228,revenue,numeric,1.0994214132828106,"[0.75,1.5)",5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00228,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,3,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00229,name,categorical,5.421563155214203,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00229,city,categorical,3.5688128718846186,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00229,state,categorical,4.145671525175422,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00229,zip,categorical,4.828262068967287,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00229,category,categorical,4.082620786115092,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00229,revenue,numeric,0.7884195474952548,"[0.75,1.5)",4,2,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00229,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00230,name,categorical,2.349358409288426,"[1.5,3)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00230,city,categorical,4.330066664323992,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00230,state,categorical,3.39949896153921,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00230,zip,categorical,7.420227234877568,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00230,category,categorical,5.928944669173178,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00230,revenue,numeric,0.7456412828521949,"[0.25,0.75)",6,3,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00230,employees,numeric,0.7884195474952548,"[0.75,1.5)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,name,categorical,3.5228479169301137,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,city,categorical,6.8860438855903405,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,state,categorical,5.416849215082426,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,zip,categorical,4.961447900285854,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,category,categorical,5.607431568881419,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,revenue,numeric,1.5340608303474497,"[1.5,3)",4,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00231,employees,numeric,1.5340608303474497,"[1.5,3)",5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00232,name,categorical,4.458804618408032,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00232,city,categorical,5.3107810257579615,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00232,state,categorical,6.589393342466883,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00232,zip,categorical,4.664797357162395,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00232,category,categorical,6.589393342466883,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00232,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00232,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00233,name,categorical,0.21172825526084038,"[0,0.25)",6,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00233,city,categorical,4.810928931040445,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00233,state,categorical,2.987794527120913,"[1.5,3)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00233,zip,categorical,6.353072851733614,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00233,category,categorical,1.2003675390874093,"[0.75,1.5)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00233,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,2,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00233,employees,numeric,0.7884195474952548,"[0.75,1.5)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,name,categorical,8.157960401743122,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,city,categorical,7.27579515425893,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,state,categorical,8.157960401743122,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,zip,categorical,5.089838741048222,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,category,categorical,8.157960401743122,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,revenue,numeric,1.5340608303474497,"[1.5,3)",5,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00234,employees,numeric,1.5340608303474497,"[1.5,3)",4,2,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,name,categorical,7.369540854247867,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,city,categorical,4.429260752717576,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,state,categorical,5.878258288543477,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,zip,categorical,5.0677998311895465,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,category,categorical,3.7188961046923232,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,revenue,numeric,1.0994214132828106,"[0.75,1.5)",4,2,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00235,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00236,name,categorical,7.077571619646565,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00236,city,categorical,8.356183936355485,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00236,state,categorical,6.2716002844041805,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00236,zip,categorical,8.356183936355485,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00236,category,categorical,4.245770449684934,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00236,revenue,numeric,1.5340608303474497,"[1.5,3)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00236,employees,numeric,1.5340608303474497,"[1.5,3)",6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00237,name,categorical,5.779831280032384,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00237,city,categorical,5.056593699042513,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00237,state,categorical,3.487062736070601,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00237,zip,categorical,5.779831280032384,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00237,category,categorical,5.097240736240519,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00237,revenue,numeric,0.4278482247894928,"[0.25,0.75)",5,2,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00237,employees,numeric,1.4701400507651459,"[0.75,1.5)",5,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00238,name,categorical,5.055332512119433,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00238,city,categorical,4.217802819152608,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00238,state,categorical,3.564049946415043,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00238,zip,categorical,3.0900894896169397,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00238,category,categorical,5.055332512119433,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00238,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00238,employees,numeric,0.7456412828521949,"[0.25,0.75)",4,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00239,name,categorical,3.5908517817432952,>=3,2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00239,city,categorical,3.5908517817432952,>=3,2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00239,state,categorical,2.0347520415371694,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00239,zip,categorical,1.7846753375797662,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00239,category,categorical,1.865969411975778,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00239,revenue,numeric,1.7248823697675173,"[1.5,3)",2,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00239,employees,numeric,1.7655294069655232,"[1.5,3)",2,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00240,name,categorical,7.340693945708086,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00240,city,categorical,5.849411380003696,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00240,state,categorical,4.272572285013187,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00240,zip,categorical,3.5269310021609916,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00240,category,categorical,4.400413844177794,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00240,revenue,numeric,0.7456412828521949,"[0.25,0.75)",5,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00240,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00241,name,categorical,4.161284034762601,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00241,city,categorical,5.886166404530118,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00241,state,categorical,5.886166404530118,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00241,zip,categorical,5.886166404530118,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00241,category,categorical,2.945886302999827,"[1.5,3)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00241,revenue,numeric,1.4701400507651459,"[0.75,1.5)",3,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00241,employees,numeric,0.7456412828521949,"[0.25,0.75)",4,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00242,name,categorical,7.151004600305922,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00242,city,categorical,4.03880511989367,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00242,state,categorical,7.151004600305922,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00242,zip,categorical,3.2931638370414755,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00242,category,categorical,1.098525018363378,"[0.75,1.5)",5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00242,revenue,numeric,0.7456412828521949,"[0.25,0.75)",4,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00242,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00243,name,categorical,4.394883838825728,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00243,city,categorical,6.525472562884579,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00243,state,categorical,6.525472562884579,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00243,zip,categorical,4.310636609524469,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00243,category,categorical,4.394883838825728,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00243,revenue,numeric,1.4701400507651459,"[0.75,1.5)",3,2,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00243,employees,numeric,0.724498767912951,"[0.25,0.75)",5,0,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00244,name,categorical,4.962580094303757,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00244,city,categorical,1.512815354768722,"[1.5,3)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00244,state,categorical,4.962580094303757,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00244,zip,categorical,2.6797729077400865,"[1.5,3)",4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00244,category,categorical,4.962580094303757,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00244,revenue,numeric,1.7248823697675173,"[1.5,3)",4,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00244,employees,numeric,1.7248823697675173,"[1.5,3)",4,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,name,categorical,6.551296386345979,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,city,categorical,7.433461633830171,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,state,categorical,4.466712734394673,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,zip,categorical,5.508865648525684,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,category,categorical,5.942179068125781,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,revenue,numeric,0.7884195474952548,"[0.75,1.5)",5,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00245,employees,numeric,0.7456412828521949,"[0.25,0.75)",5,1,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00246,name,categorical,4.876620404862776,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00246,city,categorical,4.039090711895952,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00246,state,categorical,4.876620404862776,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00246,zip,categorical,4.43553778112068,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00246,category,categorical,4.876620404862776,>=3,4,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00246,revenue,numeric,1.4701400507651459,"[0.75,1.5)",4,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00246,employees,numeric,1.4701400507651459,"[0.75,1.5)",4,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,name,categorical,5.607431568881419,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,city,categorical,6.8860438855903405,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,state,categorical,6.048514192623515,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,zip,categorical,3.6196986902830766,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,category,categorical,6.8860438855903405,>=3,5,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,revenue,numeric,1.5340608303474497,"[1.5,3)",5,1,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00247,employees,numeric,1.5340608303474497,"[1.5,3)",4,2,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00248,name,categorical,6.327249028272214,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00248,city,categorical,6.327249028272214,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00248,state,categorical,6.327249028272214,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00248,zip,categorical,6.327249028272214,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00248,category,categorical,4.429260752717576,>=3,6,0,1,0,0,1,368,104
dependency_truth,0.2,4,K:E00248,revenue,numeric,0.7456412828521949,"[0.25,0.75)",5,2,1,0,1,1,368,104
dependency_truth,0.2,4,K:E00248,employees,numeric,0.2966505431234582,"[0.25,0.75)",5,1,1,0,1,1,368,104
