method,budget,seed,cluster,attribute,attribute_type,margin,margin_bin,independent_groups,filtered_claims,correct,incorrect,low_margin,has_independent_support,n_attacked_records,n_duplicates
dependency_truth,0.3,2,K:E00290,employees,numeric,0.40261420510983775,"[0.25,0.75)",3,0,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00291,name,categorical,1.3176400172208154,"[0.75,1.5)",2,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00291,city,categorical,1.3176400172208154,"[0.75,1.5)",2,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00291,state,categorical,1.3080099646845778,"[0.75,1.5)",2,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00291,zip,categorical,0.9053957595747401,"[0.75,1.5)",2,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00291,category,categorical,1.3080099646845778,"[0.75,1.5)",2,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00291,revenue,numeric,1.3176400172208154,"[0.75,1.5)",2,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00291,employees,numeric,0.40261420510983775,"[0.25,0.75)",2,0,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00292,name,categorical,3.9213903769341303,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00292,city,categorical,3.774832397125869,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00292,state,categorical,3.774832397125869,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00292,zip,categorical,3.518776171824293,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00292,category,categorical,3.728716632272886,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00292,revenue,numeric,0.27830609660196615,"[0.25,0.75)",6,0,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00292,employees,numeric,0.20230379719748232,"[0,0.25)",6,0,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00293,name,categorical,3.4015877949367237,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00293,city,categorical,3.6947037545532466,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00293,state,categorical,1.6423367442759786,"[1.5,3)",6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00293,zip,categorical,4.499932164772922,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00293,category,categorical,3.454889955074208,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00293,revenue,numeric,0.2923373579065558,"[0.25,0.75)",5,1,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00293,employees,numeric,0.40261420510983775,"[0.25,0.75)",5,1,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00294,name,categorical,2.71896074742768,"[1.5,3)",5,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00294,city,categorical,1.9992426722286039,"[1.5,3)",5,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00294,state,categorical,1.5540829129947005,"[1.5,3)",5,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00294,zip,categorical,2.2194908972067946,"[1.5,3)",5,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00294,category,categorical,1.8204765175372268,"[1.5,3)",5,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00294,revenue,numeric,0.25605622530157623,"[0.25,0.75)",4,2,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00294,employees,numeric,0.40261420510983775,"[0.25,0.75)",4,1,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00295,name,categorical,3.759260167803806,>=3,7,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00295,city,categorical,4.856825935930037,>=3,7,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00295,state,categorical,3.759260167803806,>=3,7,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00295,zip,categorical,3.9966435656271466,>=3,7,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00295,category,categorical,4.4542117308202,>=3,7,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00295,revenue,numeric,1.2688571358793355,"[0.75,1.5)",7,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00295,employees,numeric,1.4376877686061018,"[0.75,1.5)",6,1,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00296,name,categorical,0.3437549501579804,"[0.25,0.75)",4,0,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00296,city,categorical,1.0254766351978666,"[0.75,1.5)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00296,state,categorical,2.678244815338165,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00296,zip,categorical,1.7264584253102275,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00296,category,categorical,2.678244815338165,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00296,revenue,numeric,1.035106687734104,"[0.75,1.5)",3,1,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00296,employees,numeric,0.40261420510983775,"[0.25,0.75)",3,1,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00297,name,categorical,2.5410969683174365,"[1.5,3)",6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00297,city,categorical,3.988753383125988,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00297,state,categorical,4.0701787771510105,>=3,6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00297,zip,categorical,2.6876549481256977,"[1.5,3)",6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00297,category,categorical,1.8002370472866638,"[1.5,3)",6,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00297,revenue,numeric,0.2923373579065558,"[0.25,0.75)",5,2,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00297,employees,numeric,0.40261420510983775,"[0.25,0.75)",5,1,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00298,name,categorical,4.345218699145003,>=3,4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00298,city,categorical,3.5399902889253276,>=3,4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00298,state,categorical,4.133528133553503,>=3,4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00298,zip,categorical,4.133528133553503,>=3,4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00298,category,categorical,2.7155017736331772,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00298,revenue,numeric,1.9602088734554592,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00298,employees,numeric,1.145350410699546,"[0.75,1.5)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00299,name,categorical,4.091232786715607,>=3,4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00299,city,categorical,0.943061699960857,"[0.75,1.5)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00299,state,categorical,2.6435763719070553,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00299,zip,categorical,2.8737601188498565,"[1.5,3)",4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00299,category,categorical,4.091232786715607,>=3,4,0,1,0,0,1,750,384
dependency_truth,0.3,2,K:E00299,revenue,numeric,0.40261420510983775,"[0.25,0.75)",3,1,1,0,1,1,750,384
dependency_truth,0.3,2,K:E00299,employees,numeric,1.0432290493159215,"[0.75,1.5)",4,0,1,0,0,1,750,384
parc,0.3,3,K:E00000,name,categorical,0.7965956426991689,"[0.75,1.5)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00000,city,categorical,3.9242649839994,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00000,state,categorical,5.826837641491984,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00000,zip,categorical,3.9242649839994,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00000,category,categorical,5.826837641491984,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00000,revenue,numeric,1.6238558278649098,"[1.5,3)",5,1,1,0,0,1,769,396
parc,0.3,3,K:E00000,employees,numeric,1.6238558278649098,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00001,name,categorical,7.915399652540178,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00001,city,categorical,5.585318809558764,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00001,state,categorical,8.368577281107537,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00001,zip,categorical,7.2159815954436155,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00001,category,categorical,2.870264161303264,"[1.5,3)",8,0,1,0,0,1,769,396
parc,0.3,3,K:E00001,revenue,numeric,1.5063377398457931,"[1.5,3)",6,4,1,0,0,1,769,396
parc,0.3,3,K:E00001,employees,numeric,1.5063377398457931,"[1.5,3)",7,1,1,0,0,1,769,396
parc,0.3,3,K:E00002,name,categorical,3.809817591267012,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00002,city,categorical,7.7516459170315555,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00002,state,categorical,7.373579531282211,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00002,zip,categorical,6.658175481011862,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00002,category,categorical,6.628692819519192,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00002,revenue,numeric,1.5063377398457931,"[1.5,3)",5,1,1,0,0,1,769,396
parc,0.3,3,K:E00002,employees,numeric,1.5063377398457931,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00003,name,categorical,4.5423281786565095,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00003,city,categorical,6.91787767630438,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00003,state,categorical,6.91787767630438,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00003,zip,categorical,4.8011099865677895,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00003,category,categorical,7.869164005050672,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00003,revenue,numeric,0.25135186235698104,"[0.25,0.75)",6,1,1,0,1,1,769,396
parc,0.3,3,K:E00003,employees,numeric,1.6238558278649098,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00004,name,categorical,7.464917376066969,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00004,city,categorical,4.3968633575840865,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00004,state,categorical,6.341964278554606,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00004,zip,categorical,7.464917376066969,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00004,category,categorical,7.464917376066969,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00004,revenue,numeric,0.25135186235698104,"[0.25,0.75)",5,0,0,1,1,1,769,396
parc,0.3,3,K:E00004,employees,numeric,1.6238558278649098,"[1.5,3)",5,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,name,categorical,5.175542769570557,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,city,categorical,7.784286441688684,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,state,categorical,3.7566299013698545,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,zip,categorical,7.784286441688684,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,category,categorical,4.826080487574817,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,revenue,numeric,1.5063377398457931,"[1.5,3)",7,0,1,0,0,1,769,396
parc,0.3,3,K:E00005,employees,numeric,0.027689269395648308,"[0,0.25)",7,0,1,0,1,1,769,396
parc,0.3,3,K:E00006,name,categorical,5.229081627661787,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00006,city,categorical,7.662381364686399,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00006,state,categorical,3.72806214440008,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00006,zip,categorical,3.1967218606311567,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00006,category,categorical,7.662381364686399,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00006,revenue,numeric,1.5063377398457931,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00006,employees,numeric,1.5063377398457931,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00007,name,categorical,5.809930258614646,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00007,city,categorical,8.013812987496445,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00007,state,categorical,8.013812987496445,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00007,zip,categorical,7.268926275733426,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00007,category,categorical,8.013812987496445,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00007,revenue,numeric,1.5063377398457931,"[1.5,3)",5,2,1,0,0,1,769,396
parc,0.3,3,K:E00007,employees,numeric,1.5063377398457931,"[1.5,3)",5,0,1,0,0,1,769,396
parc,0.3,3,K:E00008,name,categorical,3.2988036787151596,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00008,city,categorical,8.424215416150174,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00008,state,categorical,7.845144155235943,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00008,zip,categorical,6.307447726413582,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00008,category,categorical,7.003705890858667,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00008,revenue,numeric,1.5063377398457931,"[1.5,3)",5,2,1,0,0,1,769,396
parc,0.3,3,K:E00008,employees,numeric,1.5063377398457931,"[1.5,3)",7,0,1,0,0,1,769,396
parc,0.3,3,K:E00009,name,categorical,5.351514624158554,>=3,3,0,1,0,0,1,769,396
parc,0.3,3,K:E00009,city,categorical,4.400228295412262,>=3,3,0,1,0,0,1,769,396
parc,0.3,3,K:E00009,state,categorical,4.400228295412262,>=3,3,0,1,0,0,1,769,396
parc,0.3,3,K:E00009,zip,categorical,2.5523855724610636,"[1.5,3)",3,0,1,0,0,1,769,396
parc,0.3,3,K:E00009,category,categorical,2.103802968428734,"[1.5,3)",3,0,1,0,0,1,769,396
parc,0.3,3,K:E00009,revenue,numeric,1.6238558278649098,"[1.5,3)",3,1,1,0,0,1,769,396
parc,0.3,3,K:E00009,employees,numeric,1.6238558278649098,"[1.5,3)",3,0,1,0,0,1,769,396
parc,0.3,3,K:E00010,name,categorical,0.901164777325461,"[0.75,1.5)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00010,city,categorical,0.7294980085593896,"[0.25,0.75)",4,0,1,0,1,1,769,396
parc,0.3,3,K:E00010,state,categorical,2.661248845791901,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00010,zip,categorical,0.901164777325461,"[0.75,1.5)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00010,category,categorical,2.661248845791901,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00010,revenue,numeric,0.3719105860793175,"[0.25,0.75)",4,0,1,0,1,1,769,396
parc,0.3,3,K:E00010,employees,numeric,0.3719105860793175,"[0.25,0.75)",4,0,1,0,1,1,769,396
parc,0.3,3,K:E00011,name,categorical,4.946963513422109,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00011,city,categorical,5.898249842168401,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00011,state,categorical,4.8047794061487075,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00011,zip,categorical,4.400228295412262,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00011,category,categorical,4.8047794061487075,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00011,revenue,numeric,0.22859527820684322,"[0,0.25)",4,0,1,0,1,1,769,396
parc,0.3,3,K:E00011,employees,numeric,1.077120609855063,"[0.75,1.5)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,name,categorical,6.8855416333999955,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,city,categorical,6.507475247650651,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,state,categorical,4.303592518768852,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,zip,categorical,6.8855416333999955,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,category,categorical,6.507475247650651,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,revenue,numeric,1.6238558278649098,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00012,employees,numeric,1.6238558278649098,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00013,name,categorical,7.8125036305788145,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00013,city,categorical,2.103802968428734,"[1.5,3)",7,0,1,0,0,1,769,396
parc,0.3,3,K:E00013,state,categorical,8.228125637737167,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00013,zip,categorical,7.8125036305788145,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00013,category,categorical,6.3188231045882315,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00013,revenue,numeric,1.2082338207065582,"[0.75,1.5)",5,4,1,0,0,1,769,396
parc,0.3,3,K:E00013,employees,numeric,1.5063377398457931,"[1.5,3)",7,1,1,0,0,1,769,396
parc,0.3,3,K:E00014,name,categorical,1.7675735427097639,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00014,city,categorical,5.4309072055979355,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00014,state,categorical,5.693133627300925,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00014,zip,categorical,5.4309072055979355,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00014,category,categorical,5.693133627300925,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00014,revenue,numeric,1.5063377398457931,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00014,employees,numeric,0.3461133662259599,"[0.25,0.75)",6,0,1,0,1,1,769,396
parc,0.3,3,K:E00015,name,categorical,6.768023545380879,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00015,city,categorical,6.768023545380879,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00015,state,categorical,6.768023545380879,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00015,zip,categorical,6.768023545380879,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00015,category,categorical,5.645070447868515,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00015,revenue,numeric,1.5063377398457931,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00015,employees,numeric,1.5063377398457931,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,name,categorical,4.690016021461842,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,city,categorical,3.8587720071451392,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,state,categorical,4.690016021461842,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,zip,categorical,4.690016021461842,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,category,categorical,0.9851138093183365,"[0.75,1.5)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,revenue,numeric,1.8752076902218908,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00016,employees,numeric,1.8752076902218908,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,name,categorical,5.190918751814388,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,city,categorical,3.7319227346956096,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,state,categorical,5.8769846956859215,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,zip,categorical,4.8047794061487075,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,category,categorical,5.46136268852757,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,revenue,numeric,1.1869686742240793,"[0.75,1.5)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00017,employees,numeric,1.6238558278649098,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,name,categorical,4.2793454578392005,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,city,categorical,7.257830253949953,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,state,categorical,9.204114332521572,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,zip,categorical,5.956402676791752,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,category,categorical,8.045362847187624,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,revenue,numeric,0.9596025218359463,"[0.75,1.5)",8,0,1,0,0,1,769,396
parc,0.3,3,K:E00018,employees,numeric,1.5063377398457931,"[1.5,3)",8,0,1,0,0,1,769,396
parc,0.3,3,K:E00019,name,categorical,5.990591377000607,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00019,city,categorical,5.5324390768772975,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00019,state,categorical,3.1585017284291395,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00019,zip,categorical,4.810574745184178,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00019,category,categorical,5.990591377000607,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00019,revenue,numeric,1.6238558278649098,"[1.5,3)",5,3,1,0,0,1,769,396
parc,0.3,3,K:E00019,employees,numeric,1.6238558278649098,"[1.5,3)",7,1,1,0,0,1,769,396
parc,0.3,3,K:E00020,name,categorical,8.284786012209024,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00020,city,categorical,4.722372389091662,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00020,state,categorical,7.847898858568192,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00020,zip,categorical,5.159259542732492,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00020,category,categorical,7.333804165215474,>=3,8,0,1,0,0,1,769,396
parc,0.3,3,K:E00020,revenue,numeric,1.0444800851979352,"[0.75,1.5)",8,0,1,0,0,1,769,396
parc,0.3,3,K:E00020,employees,numeric,1.1869686742240793,"[0.75,1.5)",7,1,1,0,0,1,769,396
parc,0.3,3,K:E00021,name,categorical,6.795120377682658,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00021,city,categorical,3.000673503942992,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00021,state,categorical,4.345812502180228,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00021,zip,categorical,4.112327029017101,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00021,category,categorical,6.795120377682658,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00021,revenue,numeric,0.08982881862346836,"[0,0.25)",7,0,1,0,1,1,769,396
parc,0.3,3,K:E00021,employees,numeric,0.08982881862346836,"[0,0.25)",7,0,1,0,1,1,769,396
parc,0.3,3,K:E00022,name,categorical,4.276554407723118,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00022,city,categorical,3.0142432271089215,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00022,state,categorical,5.813372278806411,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00022,zip,categorical,5.435305893057067,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00022,category,categorical,5.813372278806411,>=3,4,0,1,0,0,1,769,396
parc,0.3,3,K:E00022,revenue,numeric,0.9269619971788186,"[0.75,1.5)",4,1,1,0,0,1,769,396
parc,0.3,3,K:E00022,employees,numeric,1.5063377398457931,"[1.5,3)",4,0,1,0,0,1,769,396
parc,0.3,3,K:E00023,name,categorical,5.787559036894659,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00023,city,categorical,8.199908448847035,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00023,state,categorical,5.617959334215893,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00023,zip,categorical,3.5574809378718513,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00023,category,categorical,6.640068197693841,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00023,revenue,numeric,1.5063377398457931,"[1.5,3)",6,2,1,0,0,1,769,396
parc,0.3,3,K:E00023,employees,numeric,1.5063377398457931,"[1.5,3)",6,1,1,0,0,1,769,396
parc,0.3,3,K:E00024,name,categorical,9.375501744896466,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00024,city,categorical,5.870560572772752,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00024,state,categorical,8.252548647384103,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00024,zip,categorical,8.252548647384103,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00024,category,categorical,8.501727437614806,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00024,revenue,numeric,1.5063377398457931,"[1.5,3)",7,0,1,0,0,1,769,396
parc,0.3,3,K:E00024,employees,numeric,1.5063377398457931,"[1.5,3)",7,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,name,categorical,3.166817921518793,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,city,categorical,5.540755269966952,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,state,categorical,6.414529577248612,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,zip,categorical,6.036463191499268,>=3,6,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,category,categorical,2.7887515357694492,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,revenue,numeric,0.9269619971788186,"[0.75,1.5)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00025,employees,numeric,1.5063377398457931,"[1.5,3)",6,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,name,categorical,7.21261665761544,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,city,categorical,4.199941177923854,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,state,categorical,6.261330328869148,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,zip,categorical,3.5077144454719345,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,category,categorical,7.21261665761544,>=3,7,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,revenue,numeric,1.5063377398457931,"[1.5,3)",7,0,1,0,0,1,769,396
parc,0.3,3,K:E00026,employees,numeric,1.0907157326874415,"[0.75,1.5)",6,1,1,0,0,1,769,396
parc,0.3,3,K:E00027,name,categorical,5.13057259468359,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00027,city,categorical,4.685467926032569,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00027,state,categorical,5.261685805535086,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00027,zip,categorical,2.6797366909039426,"[1.5,3)",5,0,1,0,0,1,769,396
parc,0.3,3,K:E00027,category,categorical,4.299328580366887,>=3,5,0,1,0,0,1,769,396
parc,0.3,3,K:E00027,revenue,numeric,0.9872917912315946,"[0.75,1.5)",5,0,1,0,0,1,769,396
