budget,method,seed_mean,seed_std,n_entities_mean,n_entities_std,n_sources_mean,n_sources_std,n_records_mean,n_records_std,n_attacked_records_mean,n_attacked_records_std,cell_accuracy_mean,cell_accuracy_std,integrated_quality_mean,integrated_quality_std,aggregate_distortion_mean,aggregate_distortion_std,data_quality_score_mean,data_quality_score_std,attack_success_reduction_mean,attack_success_reduction_std,runtime_sec_mean,runtime_sec_std,n_output_rows_mean,n_output_rows_std,entity_precision_mean,entity_precision_std,entity_recall_mean,entity_recall_std,entity_f1_mean,entity_f1_std,duplicate_output_rate_mean,duplicate_output_rate_std,missing_entity_rate_mean,missing_entity_rate_std,false_positive_rate_mean,false_positive_rate_std,false_negative_rate_mean,false_negative_rate_std,repair_precision_mean,repair_precision_std,repair_recall_mean,repair_recall_std
0.2,dependency_truth,21.0,0.0,257.75,62.63214601373415,12.0,0.0,2322.5,553.1941018175395,367.25,84.91129825546523,0.9993395446625783,0.001010837892724736,0.9993395446625783,0.001010837892724736,0.00205447061429415,0.005810920412463541,0.7634628589263421,0.10348371483542002,0.9980297730267655,0.005572643413002921,1.058926085749988,0.274918148598499,257.75,62.63214601373415,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00022081787938765002,0.0003779684812277365,0.0007228906032477875,0.0008065534747946506,0.9992345806542937,0.0012820821512844565,0.9992771093967522,0.0008065534747946334
0.2,iterative_truth,21.0,0.0,257.75,62.63214601373415,12.0,0.0,2322.5,553.1941018175395,367.25,84.91129825546523,0.9999236874236874,0.0002158445608017522,0.9999236874236874,0.0002158445608017522,0.0005152958259499875,0.0014574766913854362,0.7634628589263421,0.10348371483542002,0.9995058338978333,0.0013977128074983793,0.7607352617499714,0.21670026096710887,257.75,62.63214601373415,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.26825867177875e-05,9.244031477945973e-05,7.41179958493875e-05,0.00020963734989223315,0.9998888559573207,0.0003143628250680759,0.9999258820041506,0.00020963734989226708
0.2,majority,21.0,0.0,257.75,62.63214601373415,12.0,0.0,2322.5,553.1941018175395,367.25,84.91129825546523,0.9925847155341537,0.0014388413989557074,0.9925847155341537,0.0014388413989557074,0.04284559344418719,0.02043193049277472,0.7543838631198182,0.10185871920222389,0.9620745707189062,0.020127211069424937,0.32447879412495695,0.09049541156031644,257.75,62.63214601373415,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003936744320269662,0.0007485398345197031,0.011499211292928512,0.003660858937623983,0.9859611166218426,0.0027581800626879822,0.9885007887070715,0.00366085893762402
0.2,no_repair,21.0,0.0,257.75,62.63214601373415,12.0,0.0,2322.5,553.1941018175395,367.25,84.91129825546523,0.44600638281818056,0.0175009091710734,0.44600638281818056,0.0175009091710734,1.1496246352774817,0.06165765465053815,0.3394963827267198,0.03214794752399373,0.0,0.0,0.23517016799996776,0.058773531917666585,257.75,62.63214601373415,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5156643701759167,0.017126840334442728,0.2939352654711773,0.016631508314401675,0.27744883536327475,0.017712180657463775,0.7060647345288227,0.016631508314401678
0.2,parc,21.0,0.0,257.75,62.63214601373415,12.0,0.0,2322.5,553.1941018175395,367.25,84.91129825546523,0.9994158572388909,0.0008069326098401072,0.9994158572388909,0.0008069326098401072,0.0020678898405197873,0.005848875715913239,0.7634628589263421,0.10348371483542002,0.9980169040563915,0.005609042357876433,1.1696106216249404,0.31500157771342596,257.75,62.63214601373415,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0001881352926698625,0.0002885530568110791,0.0006858316053230875,0.0007223880701296129,0.999345373868821,0.0009804023771152169,0.9993141683946769,0.0007223880701296442
